Data recorded as Sample1: B00KOD1A_MR_AB_
Osc Amp:  1.10000000000000E+0000	Osc Freq:  3.36600000000000E+0001	Phase:  0.00000000000000E+0000	Time Constant: 9	Conductance Ratio:  1.00000000000000E-0003	Current:  1.10000000000000E-0003
Time(s)	HeLevel(mm)	VTIRes(Ohms)	VTITemp(K)	ProbeRes(Ohms)	ProbeTemp(K)	X(V)	Y(V)	Resistance(Ohms)	Field(T)	Angle(°)
 1.70365054776515E+0001	 5.51871875000000E+0002	 3.25688000000000E+0002	 1.74810000000000E+0001	 4.95382000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.25950100000000E+0001	-4.29000000000000E+0001
 1.87114448903422E+0001	 5.52031250000000E+0002	 3.25336000000000E+0002	 1.75060000000000E+0001	 4.95427000000000E+0002	 2.50050000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.25554900000000E+0001	-4.29000000000000E+0001
 2.03785732544220E+0001	 5.51978125000000E+0002	 3.25528000000000E+0002	 1.74920000000000E+0001	 4.95452000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.25163400000000E+0001	-4.29000000000000E+0001
 2.20486304823658E+0001	 5.51978125000000E+0002	 3.25481000000000E+0002	 1.74950000000000E+0001	 4.95646000000000E+0002	 2.49920000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.24768200000000E+0001	-4.29000000000000E+0001
 2.37274782130131E+0001	 5.51978125000000E+0002	 3.25360000000000E+0002	 1.75040000000000E+0001	 4.95696000000000E+0002	 2.49880000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.24373000000000E+0001	-4.29000000000000E+0001
 2.54033940067802E+0001	 5.52031250000000E+0002	 3.25398000000000E+0002	 1.75010000000000E+0001	 4.95643000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.23977800000000E+0001	-4.29000000000000E+0001
 2.70841970138663E+0001	 5.51712500000000E+0002	 3.25417000000000E+0002	 1.75000000000000E+0001	 4.95620000000000E+0002	 2.49940000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.23582600000000E+0001	-4.29000000000000E+0001
 2.87552350927283E+0001	 5.51925000000000E+0002	 3.25526000000000E+0002	 1.74950000000000E+0001	 4.95316000000000E+0002	 2.50110000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.23191200000000E+0001	-4.29000000000000E+0001
 3.04272414510783E+0001	 5.51871875000000E+0002	 3.25357000000000E+0002	 1.75040000000000E+0001	 4.95382000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.22795900000000E+0001	-4.29000000000000E+0001
 3.21099930298404E+0001	 5.51818750000000E+0002	 3.25339000000000E+0002	 1.75050000000000E+0001	 4.95445000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.22400700000000E+0001	-4.29000000000000E+0001
 3.37810366960047E+0001	 5.52084375000000E+0002	 3.25358000000000E+0002	 1.75050000000000E+0001	 4.95603000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.22009300000000E+0001	-4.29000000000000E+0001
 3.54520577335946E+0001	 5.51765625000000E+0002	 3.25357000000000E+0002	 1.75040000000000E+0001	 4.95633000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.21614100000000E+0001	-4.29000000000000E+0001
 3.71348137821986E+0001	 5.51871875000000E+0002	 3.25354000000000E+0002	 1.75040000000000E+0001	 4.95573000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.21218900000000E+0001	-4.29000000000000E+0001
 3.88068318738834E+0001	 5.51818750000000E+0002	 3.25191000000000E+0002	 1.75150000000000E+0001	 4.95466000000000E+0002	 2.50030000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.20827400000000E+0001	-4.29000000000000E+0001
 4.04866487221141E+0001	 5.51925000000000E+0002	 3.25203000000000E+0002	 1.75140000000000E+0001	 4.95449000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.20432200000000E+0001	-4.29000000000000E+0001
 4.21576826104994E+0001	 5.52084375000000E+0002	 3.25339000000000E+0002	 1.75050000000000E+0001	 4.95553000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.20037000000000E+0001	-4.29000000000000E+0001
 4.38287229242823E+0001	 5.52031250000000E+0002	 3.25105000000000E+0002	 1.75230000000000E+0001	 4.95528000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.19645600000000E+0001	-4.29000000000000E+0001
 4.55104939314913E+0001	 5.52031250000000E+0002	 3.25097000000000E+0002	 1.75220000000000E+0001	 4.95684000000000E+0002	 2.49900000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.19250400000000E+0001	-4.29000000000000E+0001
 4.71795792482005E+0001	 5.52031250000000E+0002	 3.25100000000000E+0002	 1.75210000000000E+0001	 4.95606000000000E+0002	 2.49950000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.18855200000000E+0001	-4.29000000000000E+0001
 4.88574500390413E+0001	 5.52031250000000E+0002	 3.25352000000000E+0002	 1.75040000000000E+0001	 4.95532000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.18463700000000E+0001	-4.29000000000000E+0001
 5.05314133500207E+0001	 5.51925000000000E+0002	 3.25041000000000E+0002	 1.75270000000000E+0001	 4.95402000000000E+0002	 2.50070000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.18068500000000E+0001	-4.29000000000000E+0001
 5.22034197083708E+0001	 5.51712500000000E+0002	 3.25153000000000E+0002	 1.75180000000000E+0001	 4.95447000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.17677100000000E+0001	-4.29000000000000E+0001
 5.38744535967560E+0001	 5.51871875000000E+0002	 3.25016000000000E+0002	 1.75280000000000E+0001	 4.95554000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.17289400000000E+0001	-4.29000000000000E+0001
 5.55240073808263E+0001	 5.51765625000000E+0002	 3.25033000000000E+0002	 1.75270000000000E+0001	 4.95630000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.16894200000000E+0001	-4.29000000000000E+0001
 5.71969943107294E+0001	 5.52084375000000E+0002	 3.25118000000000E+0002	 1.75220000000000E+0001	 4.95431000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.16502700000000E+0001	-4.29000000000000E+0001
 5.88670515386732E+0001	 5.51925000000000E+0002	 3.25050000000000E+0002	 1.75250000000000E+0001	 4.95540000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.16107500000000E+0001	-4.29000000000000E+0001
 6.05468725773806E+0001	 5.51925000000000E+0002	 3.24996000000000E+0002	 1.75300000000000E+0001	 4.95682000000000E+0002	 2.49900000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.15712300000000E+0001	-4.29000000000000E+0001
 6.22149845860298E+0001	 5.51871875000000E+0002	 3.25072000000000E+0002	 1.75240000000000E+0001	 4.95515000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.15324600000000E+0001	-4.29000000000000E+0001
 6.38674594117409E+0001	 5.52031250000000E+0002	 3.24909000000000E+0002	 1.75370000000000E+0001	 4.95363000000000E+0002	 2.50090000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.14929400000000E+0001	-4.29000000000000E+0001
 6.55531404130972E+0001	 5.51978125000000E+0002	 3.24901000000000E+0002	 1.75370000000000E+0001	 4.95401000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.14534200000000E+0001	-4.29000000000000E+0001
 6.72173385164874E+0001	 5.51978125000000E+0002	 3.24777000000000E+0002	 1.75480000000000E+0001	 4.95562000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.14142800000000E+0001	-4.29000000000000E+0001
 6.88903246082952E+0001	 5.51978125000000E+0002	 3.24927000000000E+0002	 1.75360000000000E+0001	 4.95542000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.13747600000000E+0001	-4.29000000000000E+0001
 7.05681993102475E+0001	 5.51978125000000E+0002	 3.24817000000000E+0002	 1.75440000000000E+0001	 4.95575000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.13356100000000E+0001	-4.29000000000000E+0001
 7.22402129320905E+0001	 5.51925000000000E+0002	 3.24778000000000E+0002	 1.75480000000000E+0001	 4.95588000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.12960900000000E+0001	-4.29000000000000E+0001
 7.39151517860510E+0001	 5.51978125000000E+0002	 3.24768000000000E+0002	 1.75490000000000E+0001	 4.95442000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.12569500000000E+0001	-4.29000000000000E+0001
 7.55842326329184E+0001	 5.51871875000000E+0002	 3.24891000000000E+0002	 1.75380000000000E+0001	 4.95484000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.12181800000000E+0001	-4.29000000000000E+0001
 7.72337758011144E+0001	 5.51712500000000E+0002	 3.24918000000000E+0002	 1.75360000000000E+0001	 4.95572000000000E+0002	 2.49970000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.11790400000000E+0001	-4.29000000000000E+0001
 7.89028633527445E+0001	 5.62129032258065E+0002	 3.24680000000000E+0002	 1.75560000000000E+0001	 4.95437000000000E+0002	 2.50040000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.11402700000000E+0001	-4.29000000000000E+0001
 8.05494765396161E+0001	 5.62177419354839E+0002	 3.24817000000000E+0002	 1.75450000000000E+0001	 4.95299000000000E+0002	 2.50120000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.11007500000000E+0001	-4.29000000000000E+0001
 8.22224657044401E+0001	 5.62274193548387E+0002	 3.24797000000000E+0002	 1.75460000000000E+0001	 4.95522000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.10612300000000E+0001	-4.29000000000000E+0001
 8.38993603935696E+0001	 5.62080645161290E+0002	 3.24719000000000E+0002	 1.75530000000000E+0001	 4.95552000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.10220800000000E+0001	-4.29000000000000E+0001
 8.55733262188351E+0001	 5.62080645161290E+0002	 3.24711000000000E+0002	 1.75530000000000E+0001	 4.95556000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.09825600000000E+0001	-4.29000000000000E+0001
 8.72531464194472E+0001	 5.62225806451613E+0002	 3.24636000000000E+0002	 1.75600000000000E+0001	 4.95404000000000E+0002	 2.50060000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.09430400000000E+0001	-4.29000000000000E+0001
 8.89222278250448E+0001	 5.62129032258065E+0002	 3.24740000000000E+0002	 1.75510000000000E+0001	 4.95552000000000E+0002	 2.49980000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.09039000000000E+0001	-4.29000000000000E+0001
 9.06001324190644E+0001	 5.62225806451613E+0002	 3.24643000000000E+0002	 1.75590000000000E+0001	 4.95373000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.08643700000000E+0001	-4.29000000000000E+0001
 9.22672292148862E+0001	 5.62080645161290E+0002	 3.24672000000000E+0002	 1.75570000000000E+0001	 4.95470000000000E+0002	 2.50030000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.08256100000000E+0001	-4.29000000000000E+0001
 9.39187357611093E+0001	 5.62032258064516E+0002	 3.24789000000000E+0002	 1.75470000000000E+0001	 4.95525000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.07864600000000E+0001	-4.29000000000000E+0001
 9.55907706147010E+0001	 5.62177419354839E+0002	 3.24547000000000E+0002	 1.75670000000000E+0001	 4.95657000000000E+0002	 2.49930000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.07469400000000E+0001	-4.29000000000000E+0001
 9.72715417741640E+0001	 5.62177419354839E+0002	 3.24582000000000E+0002	 1.75640000000000E+0001	 4.95582000000000E+0002	 2.49960000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.07074200000000E+0001	-4.29000000000000E+0001
 9.89445298215276E+0001	 5.62129032258065E+0002	 3.24506000000000E+0002	 1.75710000000000E+0001	 4.95682000000000E+0002	 2.49900000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.06682800000000E+0001	-4.29000000000000E+0001
 1.00615575722612E+0002	 5.62129032258065E+0002	 3.24544000000000E+0002	 1.75680000000000E+0001	 4.95440000000000E+0002	 2.50060000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.06287600000000E+0001	-4.29000000000000E+0001
 1.02293454615041E+0002	 5.62129032258065E+0002	 3.24675000000000E+0002	 1.75560000000000E+0001	 4.95335000000000E+0002	 2.50100000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.05892400000000E+0001	-4.29000000000000E+0001
 1.03966426738593E+0002	 5.62225806451613E+0002	 3.24417000000000E+0002	 1.75780000000000E+0001	 4.95266000000000E+0002	 2.50140000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.05500900000000E+0001	-4.29000000000000E+0001
 1.05633559013785E+0002	 5.62274193548387E+0002	 3.24294000000000E+0002	 1.75890000000000E+0001	 4.95408000000000E+0002	 2.50060000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.05113200000000E+0001	-4.29000000000000E+0001
 1.07283098829599E+0002	 5.62370967741935E+0002	 3.24540000000000E+0002	 1.75680000000000E+0001	 4.95662000000000E+0002	 2.49910000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.04718000000000E+0001	-4.29000000000000E+0001
 1.08959020490034E+0002	 5.62225806451613E+0002	 3.24431000000000E+0002	 1.75780000000000E+0001	 4.95715000000000E+0002	 2.49880000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.04326600000000E+0001	-4.29000000000000E+0001
 1.10635923839482E+0002	 5.62177419354839E+0002	 3.24526000000000E+0002	 1.75690000000000E+0001	 4.95753000000000E+0002	 2.49860000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.03931400000000E+0001	-4.29000000000000E+0001
 1.12305974921393E+0002	 5.62129032258065E+0002	 3.24423000000000E+0002	 1.75780000000000E+0001	 4.95332000000000E+0002	 2.50110000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.03539900000000E+0001	-4.29000000000000E+0001
 1.13975050739689E+0002	 5.62080645161290E+0002	 3.24535000000000E+0002	 1.75680000000000E+0001	 4.95428000000000E+0002	 2.50050000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.03148500000000E+0001	-4.29000000000000E+0001
 1.15628518149653E+0002	 5.62080645161290E+0002	 3.24493000000000E+0002	 1.75720000000000E+0001	 4.95374000000000E+0002	 2.50080000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.02757000000000E+0001	-4.29000000000000E+0001
 1.17303448902025E+0002	 5.62080645161290E+0002	 3.24322000000000E+0002	 1.75860000000000E+0001	 4.95540000000000E+0002	 2.49980000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 1.02365600000000E+0001	-4.29000000000000E+0001
 1.18973504733143E+0002	 5.62129032258065E+0002	 3.24407000000000E+0002	 1.75790000000000E+0001	 4.95480000000000E+0002	 2.50020000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.01970400000000E+0001	-4.29000000000000E+0001
 1.20648457555359E+0002	 5.62080645161290E+0002	 3.24345000000000E+0002	 1.75840000000000E+0001	 4.95520000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 1.01575200000000E+0001	-4.29000000000000E+0001
 1.22318503608698E+0002	 5.62080645161290E+0002	 3.24303000000000E+0002	 1.75880000000000E+0001	 4.95527000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.01187500000000E+0001	-4.29000000000000E+0001
 1.23969036008766E+0002	 5.62177419354839E+0002	 3.24475000000000E+0002	 1.75730000000000E+0001	 4.95535000000000E+0002	 2.49990000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.00796100000000E+0001	-4.29000000000000E+0001
 1.25632255496159E+0002	 5.62274193548387E+0002	 3.24126000000000E+0002	 1.76030000000000E+0001	 4.95503000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 1.00408400000000E+0001	-4.29000000000000E+0001
 1.27288637522366E+0002	 5.62322580645161E+0002	 3.24137000000000E+0002	 1.76020000000000E+0001	 4.95470000000000E+0002	 2.50030000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 1.00013200000000E+0001	-4.29000000000000E+0001
 1.28959667499640E+0002	 5.62274193548387E+0002	 3.24148000000000E+0002	 1.76020000000000E+0001	 4.95683000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.96217000000000E+0000	-4.29000000000000E+0001
 1.30641456665582E+0002	 5.62225806451613E+0002	 3.24129000000000E+0002	 1.76020000000000E+0001	 4.95711000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 9.92265000000000E+0000	-4.29000000000000E+0001
 1.32312484966665E+0002	 5.62080645161290E+0002	 3.24015000000000E+0002	 1.76120000000000E+0001	 4.95439000000000E+0002	 2.50040000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 9.88313000000000E+0000	-4.29000000000000E+0001
 1.33984498309143E+0002	 5.62129032258065E+0002	 3.24221000000000E+0002	 1.75950000000000E+0001	 4.95481000000000E+0002	 2.50010000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 9.84399000000000E+0000	-4.29000000000000E+0001
 1.35656512210351E+0002	 5.62080645161290E+0002	 3.24024000000000E+0002	 1.76110000000000E+0001	 4.95362000000000E+0002	 2.50090000000000E+0001	 6.48311000000000E-0003	-3.62399000000000E-0005	 5.89373636363636E+0000	 9.80446000000000E+0000	-4.29000000000000E+0001
 1.37341213757614E+0002	 5.62032258064516E+0002	 3.24216000000000E+0002	 1.75950000000000E+0001	 4.95360000000000E+0002	 2.50090000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.76494000000000E+0000	-4.29000000000000E+0001
 1.39011271264923E+0002	 5.64161290322581E+0002	 3.24072000000000E+0002	 1.76060000000000E+0001	 4.95539000000000E+0002	 2.49980000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.72580000000000E+0000	-4.29000000000000E+0001
 1.40683285724862E+0002	 5.64112903225806E+0002	 3.24078000000000E+0002	 1.76070000000000E+0001	 4.95479000000000E+0002	 2.50020000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.68628000000000E+0000	-4.29000000000000E+0001
 1.42357259651716E+0002	 5.64112903225806E+0002	 3.24029000000000E+0002	 1.76110000000000E+0001	 4.95707000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 9.64713000000000E+0000	-4.29000000000000E+0001
 1.44025355177823E+0002	 5.64258064516129E+0002	 3.24008000000000E+0002	 1.76130000000000E+0001	 4.95711000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.60837000000000E+0000	-4.29000000000000E+0001
 1.45677835870201E+0002	 5.64064516129032E+0002	 3.24059000000000E+0002	 1.76080000000000E+0001	 4.95457000000000E+0002	 2.50030000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.56847000000000E+0000	-4.29000000000000E+0001
 1.47356686115135E+0002	 5.64209677419355E+0002	 3.24254000000000E+0002	 1.75940000000000E+0001	 4.95381000000000E+0002	 2.50100000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.52933000000000E+0000	-4.29000000000000E+0001
 1.49028698619517E+0002	 5.63967741935484E+0002	 3.23884000000000E+0002	 1.76230000000000E+0001	 4.95515000000000E+0002	 2.50000000000000E+0001	 6.48311000000000E-0003	-3.81472000000000E-0005	 5.89373636363636E+0000	 9.49018000000000E+0000	-4.29000000000000E+0001
 1.50702665282878E+0002	 5.64209677419355E+0002	 3.24049000000000E+0002	 1.76090000000000E+0001	 4.95392000000000E+0002	 2.50070000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 9.45066000000000E+0000	-4.29000000000000E+0001
 1.52381511896065E+0002	 5.64258064516129E+0002	 3.23930000000000E+0002	 1.76190000000000E+0001	 4.95514000000000E+0002	 2.50000000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.41114000000000E+0000	-4.29000000000000E+0001
 1.54051568844644E+0002	 5.64209677419355E+0002	 3.23917000000000E+0002	 1.76200000000000E+0001	 4.95700000000000E+0002	 2.49890000000000E+0001	 6.48120000000000E-0003	-3.81472000000000E-0005	 5.89200000000000E+0000	 9.37200000000000E+0000	-4.29000000000000E+0001
 1.55727486593967E+0002	 5.64064516129032E+0002	 3.23970000000000E+0002	 1.76160000000000E+0001	 4.95806000000000E+0002	 2.49830000000000E+0001	 6.48120000000000E-0003	-3.62399000000000E-0005	 5.89200000000000E+0000	 9.33247000000000E+0000	-4.29000000000000E+0001
