#Data acquisition DATA FILE 
#
#Program Version 4.0.1-H&H_May_09
#Start time & date: 22:07:33 2010_05_10
#Write Time:21:19:51   Date: 2010_05_11 
#Station nr:5 
#B(T) = alpha*I + Beta*I^3 + gamma*I^5 (I in kA)
#alpha=8.822e-01 	beta=3.104e-06 	gamma=-7.279e-10 
#
#Device type:
#	1: Keithley 199
#	2: Keithley 182 or 2182
#	3: Keithley 2000
#	4: AVS46
#	5: KUN Resistance bridge
#	9: Eg&g Lockin 5210 X
#	10: Eg&g Lockin 5210 X & Y
#	11: Eg&g Lockin 5210 Amplitude & Phase
#	12: Eg&g Lockin 7260 X&Y
#	13: Eg&g Lockin 7260 Amplitude, Phase & Frequency
#	14: Stanford Lockin 530 X & Y
#	15: Stanford Lockin 530 Amplitude & Phase
#	16: Stanford Lockin 830 X & Y
#	17: Stanford Lockin 830 Amplitude & Phase
#	18: AH2500H Capacitance bridge
#	19: AH2700H Capacitance bridge
#	20: AH2700H Capacitance bridge, without reset
#	21: LS340 Temperature controller sensor A&B
#	22: LS340 Temperature controller sensor A val&Calc in oK
#	25: Magnet current read from file: 
#	26: Current(kA) via K182_GPIB-Enet/100 -> Field(Tesla)
#		  Current= K182_1*-2.000000 +K182_2 * -2.000000 
#	27: K199 temperature sensor->T(oK)
#	28: DVR5
#	31: Stanford Lockin 830 Amplitude, Phase & Frequency
#	32: Oxford IPS 120-10 Superconductor power supply
#	33:IXE-alpha stepper motor driver with HEDL-counters

#dev=1 Acquired: address=1 type=26

#dev=2 Acquired: address=10 type=22

#dev=3 Acquired: address=3 type=16

#dev=4 Acquired: address=6 type=16

#dev=5 Acquired: address=1 type=16
#-----------------------------------------------------------
#
Time(sec)	I(kA)(via K182_1&2)	Field(T)	Dev2_LS340_A_R_Input	Dev2_A_Calc.(K)	Dev3SR830_X	Dev3_Y	Dev4SR830_X	Dev4_Y	Dev5SR830_X	Dev5_Y
 85425.807	 3.06761200e+01	 2.71329245e+01	 3.27078000e+02	 3.54400000e+01	 7.20743000e-04	 1.97889000e-05	 8.90378000e-04	 6.80690000e-05	 5.39239000e-07	 4.65664000e-09
 85426.807	 3.05815800e+01	 2.70489963e+01	 3.27078000e+02	 3.54400000e+01	 7.20624000e-04	 1.95504000e-05	 8.90020000e-04	 6.75921000e-05	 5.66248000e-07	 -1.67639000e-08
 85427.807	 3.04870800e+01	 2.69651049e+01	 3.27081000e+02	 3.54400000e+01	 7.20385000e-04	 1.94312000e-05	 8.89663000e-04	 6.72345000e-05	 5.61591000e-07	 -9.12701000e-08
 85428.807	 3.03926400e+01	 2.68812682e+01	 3.27083000e+02	 3.54400000e+01	 7.20266000e-04	 1.93120000e-05	 8.89424000e-04	 6.68769000e-05	 5.49484000e-07	 -7.35749000e-08
 85429.807	 3.02982400e+01	 2.67974685e+01	 3.27085000e+02	 3.54390000e+01	 7.20147000e-04	 1.91928000e-05	 8.89067000e-04	 6.65192000e-05	 5.69973000e-07	 -4.47037000e-08
 85430.807	 3.02036600e+01	 2.67135103e+01	 3.27084000e+02	 3.54390000e+01	 7.19789000e-04	 1.89544000e-05	 8.88828000e-04	 6.60424000e-05	 5.03849000e-07	 -4.00471000e-08
 85431.807	 3.01092000e+01	 2.66296601e+01	 3.27086000e+02	 3.54390000e+01	 7.19670000e-04	 1.87160000e-05	 8.88471000e-04	 6.55656000e-05	 5.20613000e-07	 -6.98496000e-08
 85432.807	 3.00146000e+01	 2.65456872e+01	 3.27085000e+02	 3.54390000e+01	 7.19551000e-04	 1.85968000e-05	 8.88113000e-04	 6.52079000e-05	 5.59729000e-07	 -6.33304000e-08
 85433.807	 2.99201800e+01	 2.64618754e+01	 3.27085000e+02	 3.54390000e+01	 7.19313000e-04	 1.84776000e-05	 8.87875000e-04	 6.48503000e-05	 5.85806000e-07	 1.39699000e-08
 85434.807	 2.98256200e+01	 2.63779409e+01	 3.27086000e+02	 3.54390000e+01	 7.19193000e-04	 1.83583000e-05	 8.87517000e-04	 6.44927000e-05	 5.33651000e-07	 -3.16652000e-08
 85435.807	 2.97313000e+01	 2.62942210e+01	 3.27088000e+02	 3.54390000e+01	 7.18955000e-04	 1.81199000e-05	 8.87278000e-04	 6.40159000e-05	 5.19682000e-07	 -5.40169000e-08
 85436.807	 2.96368000e+01	 2.62103427e+01	 3.27086000e+02	 3.54390000e+01	 7.18717000e-04	 1.78815000e-05	 8.87040000e-04	 6.36582000e-05	 6.20264000e-07	 -3.53905000e-08
 85437.807	 2.95423600e+01	 2.61265193e+01	 3.27085000e+02	 3.54390000e+01	 7.18597000e-04	 1.77623000e-05	 8.86682000e-04	 6.31814000e-05	 6.07226000e-07	 -3.72531000e-08
 85438.807	 2.94479400e+01	 2.60427152e+01	 3.27088000e+02	 3.54390000e+01	 7.18478000e-04	 1.76431000e-05	 8.86444000e-04	 6.28238000e-05	 5.73698000e-07	 -5.68109000e-08
 85439.807	 2.93533800e+01	 2.59587885e+01	 3.27086000e+02	 3.54390000e+01	 7.18240000e-04	 1.75239000e-05	 8.85967000e-04	 6.25853000e-05	 5.59729000e-07	 -6.14677000e-08
 85440.807	 2.92589400e+01	 2.58749698e+01	 3.27085000e+02	 3.54390000e+01	 7.18120000e-04	 1.74047000e-05	 8.85729000e-04	 6.22277000e-05	 5.49484000e-07	 -6.14677000e-08
 85441.807	 2.91645800e+01	 2.57912237e+01	 3.27086000e+02	 3.54390000e+01	 7.17882000e-04	 1.71663000e-05	 8.85371000e-04	 6.17509000e-05	 5.25270000e-07	 -5.68109000e-08
 85442.807	 2.90699600e+01	 2.57072485e+01	 3.27086000e+02	 3.54390000e+01	 7.17644000e-04	 1.71663000e-05	 8.85133000e-04	 6.13932000e-05	 4.88017000e-07	 -8.84761000e-08
 85443.807	 2.89756000e+01	 2.56235057e+01	 3.27086000e+02	 3.54390000e+01	 7.17524000e-04	 1.69278000e-05	 8.84894000e-04	 6.10356000e-05	 5.59729000e-07	 -7.73002000e-08
 85444.807	 2.88811000e+01	 2.55396403e+01	 3.27086000e+02	 3.54390000e+01	 7.17286000e-04	 1.66894000e-05	 8.84656000e-04	 6.06778000e-05	 5.22476000e-07	 -5.40169000e-08
 85445.807	 2.87866000e+01	 2.54557766e+01	 3.27089000e+02	 3.54390000e+01	 7.17048000e-04	 1.65702000e-05	 8.84298000e-04	 6.03201000e-05	 5.31789000e-07	 -8.75448000e-08
 85446.807	 2.86922400e+01	 2.53720387e+01	 3.27089000e+02	 3.54390000e+01	 7.16928000e-04	 1.64510000e-05	 8.84060000e-04	 6.00817000e-05	 5.77424000e-07	 -5.86735000e-08
 85447.807	 2.85978000e+01	 2.52882316e+01	 3.27090000e+02	 3.54380000e+01	 7.16690000e-04	 1.63318000e-05	 8.83583000e-04	 5.97241000e-05	 5.17819000e-07	 -8.10255000e-08
 85448.807	 2.85032600e+01	 2.52043375e+01	 3.27089000e+02	 3.54390000e+01	 7.16571000e-04	 1.62126000e-05	 8.83345000e-04	 5.91280000e-05	 5.73698000e-07	 -7.17123000e-08
 85449.807	 2.84085800e+01	 2.51203209e+01	 3.27089000e+02	 3.54390000e+01	 7.16332000e-04	 1.59742000e-05	 8.82868000e-04	 5.87704000e-05	 5.59729000e-07	 -2.70085000e-08
 85450.807	 2.83143400e+01	 2.50366965e+01	 3.27087000e+02	 3.54390000e+01	 7.16213000e-04	 1.58550000e-05	 8.82749000e-04	 5.85320000e-05	 5.83943000e-07	 -4.00471000e-08
 85451.807	 2.82199200e+01	 2.49529140e+01	 3.27090000e+02	 3.54380000e+01	 7.15975000e-04	 1.56165000e-05	 8.82391000e-04	 5.82936000e-05	 5.53209000e-07	 -6.14677000e-08
 85452.807	 2.81252400e+01	 2.48689027e+01	 3.27090000e+02	 3.54380000e+01	 7.15736000e-04	 1.54973000e-05	 8.82033000e-04	 5.78167000e-05	 5.29926000e-07	 -7.35749000e-08
 85453.807	 2.80308600e+01	 2.47851593e+01	 3.27091000e+02	 3.54380000e+01	 7.15617000e-04	 1.53781000e-05	 8.81795000e-04	 5.73399000e-05	 5.64385000e-07	 4.65664000e-09
 85454.807	 2.79363000e+01	 2.47012581e+01	 3.27089000e+02	 3.54390000e+01	 7.15379000e-04	 1.52589000e-05	 8.81437000e-04	 5.71015000e-05	 5.17819000e-07	 -4.56350000e-08
 85455.807	 2.78419200e+01	 2.46175183e+01	 3.27088000e+02	 3.54390000e+01	 7.15259000e-04	 1.50204000e-05	 8.81199000e-04	 5.66246000e-05	 4.96399000e-07	 -3.63218000e-08
 85456.807	 2.77475000e+01	 2.45337449e+01	 3.27087000e+02	 3.54390000e+01	 7.15021000e-04	 1.49012000e-05	 8.80722000e-04	 5.63862000e-05	 4.59144000e-07	 -4.93603000e-08
 85457.807	 2.76530800e+01	 2.44499733e+01	 3.27089000e+02	 3.54390000e+01	 7.14783000e-04	 1.47820000e-05	 8.80603000e-04	 5.60286000e-05	 5.53209000e-07	 -6.51930000e-08
 85458.807	 2.75584800e+01	 2.43660438e+01	 3.27090000e+02	 3.54380000e+01	 7.14663000e-04	 1.46628000e-05	 8.80245000e-04	 5.55518000e-05	 5.15025000e-07	 -6.14677000e-08
 85459.807	 2.74640400e+01	 2.42822582e+01	 3.27087000e+02	 3.54390000e+01	 7.14425000e-04	 1.44244000e-05	 8.80007000e-04	 5.53133000e-05	 5.31789000e-07	 -7.54376000e-08
 85460.807	 2.73696200e+01	 2.41984922e+01	 3.27086000e+02	 3.54390000e+01	 7.14306000e-04	 1.44244000e-05	 8.79530000e-04	 5.49557000e-05	 5.27132000e-07	 -5.68109000e-08
 85461.807	 2.72750800e+01	 2.41146216e+01	 3.27085000e+02	 3.54390000e+01	 7.14067000e-04	 1.41860000e-05	 8.79291000e-04	 5.44789000e-05	 5.34583000e-07	 -6.61244000e-08
 85462.807	 2.71806000e+01	 2.40308062e+01	 3.27088000e+02	 3.54390000e+01	 7.13948000e-04	 1.41860000e-05	 8.79053000e-04	 5.42405000e-05	 5.13162000e-07	 -6.14677000e-08
 85463.807	 2.70862000e+01	 2.39470636e+01	 3.27087000e+02	 3.54390000e+01	 7.13710000e-04	 1.39475000e-05	 8.78576000e-04	 5.38828000e-05	 5.16888000e-07	 -8.10255000e-08
 85464.807	 2.69917200e+01	 2.38632520e+01	 3.27089000e+02	 3.54390000e+01	 7.13471000e-04	 1.37091000e-05	 8.78338000e-04	 5.35252000e-05	 5.02918000e-07	 -5.58796000e-08
 85465.807	 2.68971800e+01	 2.37793890e+01	 3.27089000e+02	 3.54390000e+01	 7.13352000e-04	 1.35899000e-05	 8.77980000e-04	 5.32868000e-05	 5.03849000e-07	 -6.61244000e-08
 85466.807	 2.68029000e+01	 2.36957587e+01	 3.27090000e+02	 3.54380000e+01	 7.13114000e-04	 1.34707000e-05	 8.77742000e-04	 5.29292000e-05	 5.14094000e-07	 -5.96051000e-08
 85467.807	 2.67082000e+01	 2.36117578e+01	 3.27088000e+02	 3.54390000e+01	 7.12875000e-04	 1.33515000e-05	 8.77384000e-04	 5.24523000e-05	 5.10368000e-07	 -3.35278000e-08
 85468.807	 2.66139000e+01	 2.35281136e+01	 3.27086000e+02	 3.54390000e+01	 7.12756000e-04	 1.32323000e-05	 8.77146000e-04	 5.22139000e-05	 5.17819000e-07	 -9.40640000e-08
 85469.807	 2.65194400e+01	 2.34443295e+01	 3.27090000e+02	 3.54380000e+01	 7.12518000e-04	 1.31131000e-05	 8.76669000e-04	 5.18563000e-05	 5.43896000e-07	 -5.86735000e-08
 85470.807	 2.64248800e+01	 2.33604586e+01	 3.27087000e+02	 3.54390000e+01	 7.12279000e-04	 1.29939000e-05	 8.76430000e-04	 5.14986000e-05	 5.10368000e-07	 -1.07103000e-07
 85471.807	 2.63304800e+01	 2.32767317e+01	 3.27084000e+02	 3.54390000e+01	 7.12041000e-04	 1.27555000e-05	 8.76073000e-04	 5.11410000e-05	 5.45759000e-07	 -6.05364000e-08
 85472.807	 2.62359800e+01	 2.31929181e+01	 3.27085000e+02	 3.54390000e+01	 7.11922000e-04	 1.26362000e-05	 8.75715000e-04	 5.09026000e-05	 5.33651000e-07	 -2.42145000e-08
 85473.807	 2.61415600e+01	 2.31091775e+01	 3.27086000e+02	 3.54390000e+01	 7.11802000e-04	 1.25170000e-05	 8.75477000e-04	 5.04258000e-05	 5.13162000e-07	 -4.74977000e-08
 85474.807	 2.60470000e+01	 2.30253147e+01	 3.27088000e+02	 3.54390000e+01	 7.11445000e-04	 1.23978000e-05	 8.75000000e-04	 5.00681000e-05	 4.92673000e-07	 -5.02916000e-08
 85475.807	 2.59525000e+01	 2.29415071e+01	 3.27090000e+02	 3.54380000e+01	 7.11326000e-04	 1.22786000e-05	 8.74761000e-04	 4.98297000e-05	 5.41102000e-07	 -4.84290000e-08
 85476.807	 2.58581200e+01	 2.28578081e+01	 3.27088000e+02	 3.54390000e+01	 7.11087000e-04	 1.21594000e-05	 8.74404000e-04	 4.95913000e-05	 5.17819000e-07	 -3.81845000e-08
 85477.807	 2.57636000e+01	 2.27739869e+01	 3.27088000e+02	 3.54390000e+01	 7.10849000e-04	 1.20402000e-05	 8.74046000e-04	 4.91145000e-05	 4.85223000e-07	 -4.09784000e-08
 85478.807	 2.56691800e+01	 2.26902565e+01	 3.27084000e+02	 3.54390000e+01	 7.10730000e-04	 1.19210000e-05	 8.73808000e-04	 4.87568000e-05	 4.44243000e-07	 -5.58796000e-08
 85479.807	 2.55747600e+01	 2.26065281e+01	 3.27086000e+02	 3.54390000e+01	 7.10491000e-04	 1.16826000e-05	 8.73450000e-04	 4.83992000e-05	 4.54487000e-07	 -9.49954000e-08
 85480.807	 2.54803000e+01	 2.25227663e+01	 3.27085000e+02	 3.54390000e+01	 7.10372000e-04	 1.15634000e-05	 8.73212000e-04	 4.81608000e-05	 5.13162000e-07	 -8.84761000e-08
 85481.807	 2.53857000e+01	 2.24388825e+01	 3.27085000e+02	 3.54390000e+01	 7.10133000e-04	 1.14442000e-05	 8.72854000e-04	 4.78032000e-05	 5.46690000e-07	 3.72532000e-09
 85482.807	 2.52912000e+01	 2.23550895e+01	 3.27087000e+02	 3.54390000e+01	 7.09895000e-04	 1.13249000e-05	 8.72377000e-04	 4.74455000e-05	 5.15956000e-07	 -2.79398000e-08
 85483.807	 2.51968800e+01	 2.22714581e+01	 3.27086000e+02	 3.54390000e+01	 7.09657000e-04	 1.12057000e-05	 8.72139000e-04	 4.69687000e-05	 4.97330000e-07	 -5.40169000e-08
 85484.807	 2.51023200e+01	 2.21876161e+01	 3.27083000e+02	 3.54390000e+01	 7.09537000e-04	 1.10865000e-05	 8.71781000e-04	 4.68495000e-05	 5.25270000e-07	 -3.72532000e-09
 85485.807	 2.50079200e+01	 2.21039180e+01	 3.27080000e+02	 3.54400000e+01	 7.09299000e-04	 1.09673000e-05	 8.71424000e-04	 4.64919000e-05	 4.96399000e-07	 -6.33304000e-08
 85486.807	 2.49134600e+01	 2.20201689e+01	 3.27080000e+02	 3.54400000e+01	 7.09061000e-04	 1.08481000e-05	 8.71066000e-04	 4.62534000e-05	 4.70320000e-07	 -7.45063000e-08
 85487.807	 2.48189600e+01	 2.19363864e+01	 3.27078000e+02	 3.54400000e+01	 7.08941000e-04	 1.06097000e-05	 8.70708000e-04	 4.58958000e-05	 5.10368000e-07	 -7.07810000e-08
 85488.807	 2.47245400e+01	 2.18526770e+01	 3.27077000e+02	 3.54400000e+01	 7.08584000e-04	 1.04905000e-05	 8.70351000e-04	 4.55382000e-05	 5.08506000e-07	 -5.40169000e-08
 85489.807	 2.46298800e+01	 2.17687570e+01	 3.27071000e+02	 3.54410000e+01	 7.08465000e-04	 1.03713000e-05	 8.69993000e-04	 4.51806000e-05	 4.97330000e-07	 -6.61244000e-08
 85490.807	 2.45355800e+01	 2.16851583e+01	 3.27068000e+02	 3.54420000e+01	 7.08226000e-04	 1.02521000e-05	 8.69635000e-04	 4.49421000e-05	 5.01987000e-07	 -3.16652000e-08
 85491.807	 2.44411400e+01	 2.16014376e+01	 3.27064000e+02	 3.54420000e+01	 7.08107000e-04	 1.01328000e-05	 8.69278000e-04	 4.45845000e-05	 4.99193000e-07	 -8.28882000e-08
 85492.807	 2.43467200e+01	 2.15177369e+01	 3.27058000e+02	 3.54430000e+01	 7.07868000e-04	 1.00136000e-05	 8.69039000e-04	 4.42269000e-05	 4.93605000e-07	 -7.17123000e-08
 85493.807	 2.42520200e+01	 2.14337900e+01	 3.27052000e+02	 3.54440000e+01	 7.07630000e-04	 9.89443000e-06	 8.68682000e-04	 4.38693000e-05	 4.71251000e-07	 -1.86266000e-09
 85494.807	 2.41577800e+01	 2.13502532e+01	 3.27046000e+02	 3.54450000e+01	 7.07392000e-04	 9.77522000e-06	 8.68324000e-04	 4.36308000e-05	 5.11300000e-07	 9.31328000e-09
 85495.807	 2.40632600e+01	 2.12664703e+01	 3.27042000e+02	 3.54460000e+01	 7.07153000e-04	 9.65601000e-06	 8.68086000e-04	 4.33924000e-05	 4.70320000e-07	 -4.65664000e-09
 85496.807	 2.39688800e+01	 2.11828137e+01	 3.27035000e+02	 3.54470000e+01	 7.07034000e-04	 9.41759000e-06	 8.67728000e-04	 4.29156000e-05	 4.63800000e-07	 -4.28411000e-08
 85497.807	 2.38742600e+01	 2.10989466e+01	 3.27029000e+02	 3.54480000e+01	 7.06796000e-04	 9.29838000e-06	 8.67251000e-04	 4.26772000e-05	 5.13162000e-07	 -4.74977000e-08
 85498.807	 2.37799400e+01	 2.10153475e+01	 3.27022000e+02	 3.54490000e+01	 7.06676000e-04	 9.29838000e-06	 8.67013000e-04	 4.24387000e-05	 5.23407000e-07	 -5.02916000e-08
 85499.807	 2.36853800e+01	 2.09315380e+01	 3.27013000e+02	 3.54500000e+01	 7.06319000e-04	 9.05996000e-06	 8.66655000e-04	 4.20811000e-05	 5.01055000e-07	 -8.94074000e-08
 85500.807	 2.35909400e+01	 2.08478370e+01	 3.27003000e+02	 3.54520000e+01	 7.06080000e-04	 9.05996000e-06	 8.66298000e-04	 4.18427000e-05	 4.90811000e-07	 -9.40640000e-08
 85501.807	 2.34963600e+01	 2.07640142e+01	 3.26997000e+02	 3.54520000e+01	 7.05961000e-04	 8.82155000e-06	 8.65940000e-04	 4.14851000e-05	 5.11300000e-07	 -1.20142000e-07
 85502.807	 2.34020000e+01	 2.06803885e+01	 3.26987000e+02	 3.54540000e+01	 7.05723000e-04	 8.82155000e-06	 8.65582000e-04	 4.12466000e-05	 5.03849000e-07	 -5.86735000e-08
 85503.807	 2.33075400e+01	 2.05966765e+01	 3.26980000e+02	 3.54550000e+01	 7.05484000e-04	 8.70234000e-06	 8.65106000e-04	 4.08890000e-05	 4.90811000e-07	 -2.88711000e-08
 85504.807	 2.32130000e+01	 2.05128958e+01	 3.26968000e+02	 3.54570000e+01	 7.05246000e-04	 8.46392000e-06	 8.64867000e-04	 4.06506000e-05	 5.11300000e-07	 -3.07339000e-08
 85505.807	 2.31185600e+01	 2.04292059e+01	 3.26959000e+02	 3.54580000e+01	 7.05127000e-04	 8.34471000e-06	 8.64509000e-04	 4.02930000e-05	 5.08506000e-07	 -3.35278000e-08
 85506.807	 2.30241400e+01	 2.03455360e+01	 3.26949000e+02	 3.54600000e+01	 7.04888000e-04	 8.22550000e-06	 8.64271000e-04	 4.00546000e-05	 5.03849000e-07	 -5.40169000e-08
 85507.807	 2.29296400e+01	 2.02617975e+01	 3.26936000e+02	 3.54620000e+01	 7.04650000e-04	 8.10629000e-06	 8.63913000e-04	 3.96969000e-05	 4.71251000e-07	 -4.93603000e-08
 85508.807	 2.28351400e+01	 2.01780612e+01	 3.26928000e+02	 3.54630000e+01	 7.04411000e-04	 7.98708000e-06	 8.63437000e-04	 3.94585000e-05	 4.85223000e-07	 -5.96051000e-08
 85509.807	 2.27407000e+01	 2.00943803e+01	 3.26919000e+02	 3.54640000e+01	 7.04173000e-04	 7.98708000e-06	 8.63198000e-04	 3.91009000e-05	 4.87085000e-07	 -4.65664000e-08
 85510.807	 2.26462600e+01	 2.00107016e+01	 3.26910000e+02	 3.54660000e+01	 7.03935000e-04	 7.74866000e-06	 8.62841000e-04	 3.88625000e-05	 5.34583000e-07	 -5.02916000e-08
 85511.807	 2.25518200e+01	 1.99270253e+01	 3.26899000e+02	 3.54670000e+01	 7.03815000e-04	 7.62945000e-06	 8.62364000e-04	 3.86240000e-05	 5.15956000e-07	 -4.09784000e-08
 85512.807	 2.24572200e+01	 1.98432094e+01	 3.26887000e+02	 3.54690000e+01	 7.03458000e-04	 7.51021000e-06	 8.62125000e-04	 3.82664000e-05	 4.69388000e-07	 -5.30856000e-08
 85513.807	 2.23629200e+01	 1.97596616e+01	 3.26873000e+02	 3.54710000e+01	 7.03219000e-04	 7.39101000e-06	 8.61648000e-04	 3.79088000e-05	 4.97330000e-07	 -5.68109000e-08
 85514.807	 2.22683600e+01	 1.96758856e+01	 3.26864000e+02	 3.54720000e+01	 7.02981000e-04	 7.27180000e-06	 8.61410000e-04	 3.76704000e-05	 4.97330000e-07	 -2.23519000e-08
 85515.807	 2.21738800e+01	 1.95921829e+01	 3.26858000e+02	 3.54730000e+01	 7.02862000e-04	 7.15259000e-06	 8.60933000e-04	 3.74319000e-05	 5.05712000e-07	 -3.25965000e-08
 85516.807	 2.20793000e+01	 1.95083938e+01	 3.26854000e+02	 3.54740000e+01	 7.02623000e-04	 7.03338000e-06	 8.60576000e-04	 3.69551000e-05	 4.91742000e-07	 -6.89183000e-08
 85517.807	 2.19849800e+01	 1.94248373e+01	 3.26847000e+02	 3.54750000e+01	 7.02385000e-04	 7.03338000e-06	 8.60337000e-04	 3.67167000e-05	 4.73114000e-07	 -6.79870000e-08
 85518.807	 2.18903800e+01	 1.93410350e+01	 3.26843000e+02	 3.54760000e+01	 7.02027000e-04	 6.91417000e-06	 8.59860000e-04	 3.64783000e-05	 4.69388000e-07	 -5.49483000e-08
 85519.807	 2.17959600e+01	 1.92573945e+01	 3.26837000e+02	 3.54760000e+01	 7.01908000e-04	 6.79496000e-06	 8.59503000e-04	 3.61206000e-05	 4.41449000e-07	 -4.84290000e-08
 85520.807	 2.17015000e+01	 1.91737208e+01	 3.26834000e+02	 3.54770000e+01	 7.01670000e-04	 6.55654000e-06	 8.59145000e-04	 3.58822000e-05	 4.96399000e-07	 -4.93603000e-08
 85521.807	 2.16070200e+01	 1.90900317e+01	 3.26829000e+02	 3.54780000e+01	 7.01431000e-04	 6.43733000e-06	 8.58787000e-04	 3.57630000e-05	 4.91742000e-07	 -7.07810000e-08
 85522.807	 2.15124800e+01	 1.90062917e+01	 3.26828000e+02	 3.54780000e+01	 7.01193000e-04	 6.31812000e-06	 8.58430000e-04	 3.52862000e-05	 4.99193000e-07	 -6.33304000e-08
 85523.807	 2.14180600e+01	 1.89226603e+01	 3.26826000e+02	 3.54780000e+01	 7.00954000e-04	 6.31812000e-06	 8.58072000e-04	 3.50478000e-05	 4.86154000e-07	 -5.68109000e-08
 85524.807	 2.13236200e+01	 1.88390135e+01	 3.26821000e+02	 3.54790000e+01	 7.00716000e-04	 6.19891000e-06	 8.57715000e-04	 3.48093000e-05	 4.49831000e-07	 -5.21543000e-08
 85525.807	 2.12291200e+01	 1.87553158e+01	 3.26822000e+02	 3.54790000e+01	 7.00478000e-04	 5.96049000e-06	 8.57238000e-04	 3.45709000e-05	 4.83360000e-07	 -6.51930000e-08
 85526.807	 2.11346600e+01	 1.86716558e+01	 3.26821000e+02	 3.54790000e+01	 7.00239000e-04	 5.96049000e-06	 8.56880000e-04	 3.42133000e-05	 4.71251000e-07	 -8.28882000e-08
 85527.807	 2.10402200e+01	 1.85880158e+01	 3.26816000e+02	 3.54800000e+01	 7.00001000e-04	 5.84128000e-06	 8.56642000e-04	 3.39749000e-05	 4.98261000e-07	 -4.93603000e-08
 85528.807	 2.09458800e+01	 1.85044666e+01	 3.26814000e+02	 3.54800000e+01	 6.99643000e-04	 5.72208000e-06	 8.56165000e-04	 3.37365000e-05	 4.47037000e-07	 -2.60771000e-08
 85529.807	 2.08513000e+01	 1.84207072e+01	 3.26813000e+02	 3.54800000e+01	 6.99524000e-04	 5.60287000e-06	 8.55807000e-04	 3.34980000e-05	 4.68457000e-07	 -5.86735000e-08
 85530.807	 2.07567800e+01	 1.83370033e+01	 3.26811000e+02	 3.54800000e+01	 6.99285000e-04	 5.48366000e-06	 8.55450000e-04	 3.32596000e-05	 4.61938000e-07	 -4.00471000e-08
 85531.807	 2.06623600e+01	 1.82533901e+01	 3.26807000e+02	 3.54810000e+01	 6.99047000e-04	 5.36445000e-06	 8.54973000e-04	 3.29020000e-05	 4.70320000e-07	 -8.56821000e-08
 85532.807	 2.05678800e+01	 1.81697262e+01	 3.26805000e+02	 3.54810000e+01	 6.98809000e-04	 5.24524000e-06	 8.54615000e-04	 3.26636000e-05	 5.07574000e-07	 -7.07810000e-08
 85533.807	 2.04734200e+01	 1.80860822e+01	 3.26805000e+02	 3.54810000e+01	 6.98451000e-04	 5.24524000e-06	 8.54138000e-04	 3.24252000e-05	 4.80566000e-07	 -5.40169000e-08
 85534.807	 2.03790200e+01	 1.80024936e+01	 3.26806000e+02	 3.54810000e+01	 6.98213000e-04	 5.12603000e-06	 8.53661000e-04	 3.21867000e-05	 5.15025000e-07	 -3.53905000e-08
 85535.807	 2.02845600e+01	 1.79188542e+01	 3.26802000e+02	 3.54820000e+01	 6.97974000e-04	 4.88761000e-06	 8.53304000e-04	 3.18291000e-05	 4.92673000e-07	 -5.21543000e-08
 85536.807	 2.01900200e+01	 1.78351463e+01	 3.26800000e+02	 3.54820000e+01	 6.97855000e-04	 4.88761000e-06	 8.52946000e-04	 3.15907000e-05	 4.88017000e-07	 -7.26436000e-08
 85537.807	 2.00956200e+01	 1.77515646e+01	 3.26796000e+02	 3.54830000e+01	 6.97497000e-04	 4.76840000e-06	 8.52589000e-04	 3.12331000e-05	 5.15956000e-07	 -2.88711000e-08
 85538.807	 2.00011600e+01	 1.76679320e+01	 3.26796000e+02	 3.54830000e+01	 6.97259000e-04	 4.64919000e-06	 8.52112000e-04	 3.09946000e-05	 4.62869000e-07	 -3.63218000e-08
 85539.807	 1.99067400e+01	 1.75843372e+01	 3.26794000e+02	 3.54830000e+01	 6.97140000e-04	 4.52998000e-06	 8.51754000e-04	 3.07562000e-05	 4.50762000e-07	 -4.00471000e-08
 85540.807	 1.98122400e+01	 1.75006738e+01	 3.26793000e+02	 3.54830000e+01	 6.96782000e-04	 4.41077000e-06	 8.51396000e-04	 3.06370000e-05	 4.49831000e-07	 -6.98496000e-08
 85541.807	 1.97177600e+01	 1.74170304e+01	 3.26791000e+02	 3.54830000e+01	 6.96544000e-04	 4.29156000e-06	 8.50920000e-04	 3.02793000e-05	 4.85223000e-07	 -1.01515000e-07
 85542.807	 1.96232800e+01	 1.73333893e+01	 3.26788000e+02	 3.54840000e+01	 6.96305000e-04	 4.17235000e-06	 8.50443000e-04	 3.00409000e-05	 4.57281000e-07	 -3.81845000e-08
 85543.807	 1.95288400e+01	 1.72497859e+01	 3.26787000e+02	 3.54840000e+01	 6.96067000e-04	 4.17235000e-06	 8.50204000e-04	 2.98024000e-05	 4.97330000e-07	 -4.74977000e-08
 85544.807	 1.94343400e+01	 1.71661316e+01	 3.26783000e+02	 3.54850000e+01	 6.95709000e-04	 4.05314000e-06	 8.49728000e-04	 2.95640000e-05	 4.61938000e-07	 -6.05364000e-08
 85545.807	 1.93398400e+01	 1.70824796e+01	 3.26782000e+02	 3.54850000e+01	 6.95471000e-04	 3.93394000e-06	 8.49370000e-04	 2.93256000e-05	 4.91742000e-07	 -6.61244000e-08
