file FFTd=BaFe2P2_00828a_1.dat
Selected B range, Bmin=4.000 T Bmax=5.000 T
Subtracted Poly order =3
Padding =8
F[T]	Amp
 1.37935601806640E+0004	 1.10760881207220E-0007
 1.37950781250000E+0004	 1.46887256020355E-0007
 1.37965960693359E+0004	 1.95120340767609E-0007
 1.37981140136718E+0004	 2.48653730626014E-0007
 1.37996319580078E+0004	 3.04649806597002E-0007
 1.38011499023437E+0004	 3.61782421756604E-0007
 1.38026678466796E+0004	 4.19320803284063E-0007
 1.38041857910156E+0004	 4.76800495650669E-0007
 1.38057037353515E+0004	 5.33892942852626E-0007
 1.38072216796875E+0004	 5.90347713151579E-0007
 1.38087396240234E+0004	 6.45963962652038E-0007
 1.38102575683593E+0004	 7.00574681405761E-0007
 1.38117755126953E+0004	 7.54036914088909E-0007
 1.38132934570312E+0004	 8.06224943489165E-0007
 1.38148114013671E+0004	 8.57025051052712E-0007
 1.38163293457031E+0004	 9.06331217806757E-0007
 1.38178472900390E+0004	 9.54041494152848E-0007
 1.38193652343750E+0004	 1.00005495055257E-0006
 1.38208831787109E+0004	 1.04426921166784E-0006
 1.38224011230468E+0004	 1.08657861564388E-0006
 1.38239190673828E+0004	 1.12687304900542E-0006
 1.38254370117187E+0004	 1.16503749786676E-0006
 1.38269549560546E+0004	 1.20095233523404E-0006
 1.38284729003906E+0004	 1.23449433728452E-0006
 1.38299908447265E+0004	 1.26553839251438E-0006
 1.38315087890625E+0004	 1.29395983951060E-0006
 1.38330267333984E+0004	 1.31963734399235E-0006
 1.38345446777343E+0004	 1.34245620513926E-0006
 1.38360626220703E+0004	 1.36231196588080E-0006
 1.38375805664062E+0004	 1.37911419199746E-0006
 1.38390985107421E+0004	 1.39279028035487E-0006
 1.38406164550781E+0004	 1.40328915679626E-0006
 1.38421343994140E+0004	 1.41058472838367E-0006
 1.38436523437500E+0004	 1.41467896193446E-0006
 1.38451702880859E+0004	 1.41560447027866E-0006
 1.38466882324218E+0004	 1.41342649857978E-0006
 1.38482061767578E+0004	 1.40824421478313E-0006
 1.38497241210937E+0004	 1.40019122036116E-0006
 1.38512420654296E+0004	 1.38943520986827E-0006
 1.38527600097656E+0004	 1.37617672059156E-0006
 1.38542779541015E+0004	 1.36064692738927E-0006
 1.38557958984375E+0004	 1.34310445371083E-0006
 1.38573138427734E+0004	 1.32383118934760E-0006
 1.38588317871093E+0004	 1.30312713066351E-0006
 1.38603497314453E+0004	 1.28130429213607E-0006
 1.38618676757812E+0004	 1.25867978108943E-0006
 1.38633856201171E+0004	 1.23556818180497E-0006
 1.38649035644531E+0004	 1.21227346033050E-0006
 1.38664215087890E+0004	 1.18908067410342E-0006
 1.38679394531250E+0004	 1.16624784413474E-0006
 1.38694573974609E+0004	 1.14399841117846E-0006
 1.38709753417968E+0004	 1.12251473706101E-0006
 1.38724932861328E+0004	 1.10193311327366E-0006
 1.38740112304687E+0004	 1.08234068890369E-0006
 1.38755291748046E+0004	 1.06377462393668E-0006
 1.38770471191406E+0004	 1.04622361745783E-0006
 1.38785650634765E+0004	 1.02963177056681E-0006
 1.38800830078125E+0004	 1.01390454741355E-0006
 1.38816009521484E+0004	 9.98916424698133E-0007
 1.38831188964843E+0004	 9.84519696474013E-0007
 1.38846368408203E+0004	 9.70553843152707E-0007
 1.38861547851562E+0004	 9.56854883787530E-0007
 1.38876727294921E+0004	 9.43264198933302E-0007
 1.38891906738281E+0004	 9.29636418986815E-0007
 1.38907086181640E+0004	 9.15846098203704E-0007
 1.38922265625000E+0004	 9.01793017780496E-0007
 1.38937445068359E+0004	 8.87406067835795E-0007
 1.38952624511718E+0004	 8.72645739396181E-0007
 1.38967803955078E+0004	 8.57505310832683E-0007
 1.38982983398437E+0004	 8.42010840065590E-0007
 1.38998162841796E+0004	 8.26220078360500E-0007
 1.39013342285156E+0004	 8.10220409153036E-0007
 1.39028521728515E+0004	 7.94125892200564E-0007
 1.39043701171875E+0004	 7.78073466047829E-0007
 1.39058880615234E+0004	 7.62218337429688E-0007
 1.39074060058593E+0004	 7.46728572598703E-0007
 1.39089239501953E+0004	 7.31778910869738E-0007
 1.39104418945312E+0004	 7.17543852602814E-0007
 1.39119598388671E+0004	 7.04190137590266E-0007
 1.39134777832031E+0004	 6.91868825137679E-0007
 1.39149957275390E+0004	 6.80707305135234E-0007
 1.39165136718750E+0004	 6.70801690469007E-0007
 1.39180316162109E+0004	 6.62210135896133E-0007
 1.39195495605468E+0004	 6.54947663771954E-0007
 1.39210675048828E+0004	 6.48983025910077E-0007
 1.39225854492187E+0004	 6.44237984545224E-0007
 1.39241033935546E+0004	 6.40589170684548E-0007
 1.39256213378906E+0004	 6.37872416136822E-0007
 1.39271392822265E+0004	 6.35889209887862E-0007
 1.39286572265625E+0004	 6.34414749163203E-0007
 1.39301751708984E+0004	 6.33206969327021E-0007
 1.39316931152343E+0004	 6.32015946941231E-0007
 1.39332110595703E+0004	 6.30593156381669E-0007
 1.39347290039062E+0004	 6.28700190039822E-0007
 1.39362469482421E+0004	 6.26116692961502E-0007
 1.39377648925781E+0004	 6.22647390633871E-0007
 1.39392828369140E+0004	 6.18128190562022E-0007
 1.39408007812500E+0004	 6.12431411192160E-0007
 1.39423187255859E+0004	 6.05470238916955E-0007
 1.39438366699218E+0004	 5.97202541121692E-0007
 1.39453546142578E+0004	 5.87634175573304E-0007
 1.39468725585937E+0004	 5.76821935973030E-0007
 1.39483905029296E+0004	 5.64876257483207E-0007
 1.39499084472656E+0004	 5.51963765542161E-0007
 1.39514263916015E+0004	 5.38309669673185E-0007
 1.39529443359375E+0004	 5.24199856316817E-0007
 1.39544622802734E+0004	 5.09982289810088E-0007
 1.39559802246093E+0004	 4.96066960692440E-0007
 1.39574981689453E+0004	 4.82923125622471E-0007
 1.39590161132812E+0004	 4.71072038796278E-0007
 1.39605340576171E+0004	 4.61072998774653E-0007
 1.39620520019531E+0004	 4.53500734076533E-0007
 1.39635699462890E+0004	 4.48913445226988E-0007
 1.39650878906250E+0004	 4.47813510086074E-0007
 1.39666058349609E+0004	 4.50606460350892E-0007
 1.39681237792968E+0004	 4.57566735068006E-0007
 1.39696417236328E+0004	 4.68818772112711E-0007
 1.39711596679687E+0004	 4.84338210124198E-0007
 1.39726776123046E+0004	 5.03971810238255E-0007
 1.39741955566406E+0004	 5.27469374581488E-0007
 1.39757135009765E+0004	 5.54518951859111E-0007
 1.39772314453125E+0004	 5.84778118371866E-0007
 1.39787493896484E+0004	 6.17897386749444E-0007
 1.39802673339843E+0004	 6.53534921319536E-0007
 1.39817852783203E+0004	 6.91363735689267E-0007
 1.39833032226562E+0004	 7.31073357415695E-0007
 1.39848211669921E+0004	 7.72367958429621E-0007
 1.39863391113281E+0004	 8.14962592509420E-0007
 1.39878570556640E+0004	 8.58578736518692E-0007
 1.39893750000000E+0004	 9.02939937792850E-0007
 1.39908929443359E+0004	 9.47768068256999E-0007
 1.39924108886718E+0004	 9.92780472692611E-0007
 1.39939288330078E+0004	 1.03768815445005E-0006
 1.39954467773437E+0004	 1.08219504610605E-0006
 1.39969647216796E+0004	 1.12599834843230E-0006
 1.39984826660156E+0004	 1.16878987679360E-0006
